"","year","country","pa_pp","spatial_lag_pp","time_spatial_lag_pp","rel_lag_pp","time_rel_lag_pp","trade_lag_pp","time_trade_lag_pp","trade_lag_pp_20","time_trade_lag_pp_20","lang_lag_pp","time_lang_lag_pp","env_igo_lag_pp","time_env_igo_lag_pp","env_igo_lag_pp_20","time_env_igo_lag_pp_20","gdppc","tradeo","gdpg","fdiprop","odaprop","nrr","popd","fhipr","av_pp","US","env_igo_nb"
"106",1962,"BOL",0.00202923460230388,-0.0864686947002528,0,-0.0179289607109446,0,-0.0204847836082905,NA,-0.217203629224325,NA,-0.0067838993689234,0,-0.0194958107865946,0,-0.0194958107865946,0,107.4536576,39.73727422,2.089295936,NA,0.0574646831026918,NA,3.493717345,NA,0,0,1
"107",1962,"BRA",-0.0011611920233872,-0.0320036983202601,0,-0.0186731972887849,0,-0.0203533674971683,NA,-0.283487578074757,NA,-0.0342801981775109,0,-0.0174701296775581,0,-0.0174701296775581,0,229.3367664,12.89339678,8.6,NA,0.0168274481124891,NA,9.012771741,NA,0,0,5
"108",1962,"BRB",0.00216880337285814,NA,NA,NA,NA,NA,NA,NA,NA,-0.0167986782655709,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,543.4837209,NA,0,0,0
"109",1962,"BRN",-0.303759098786828,NA,NA,NA,NA,-0.0193985672172872,NA,-0.11430065201465,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.99449715,NA,0,0,0
"110",1962,"BWA",-0.0907637563818266,NA,NA,NA,NA,NA,NA,NA,NA,-0.0114339706622528,0,NA,NA,NA,NA,62.74246456,69.74182766,6.34328372,NA,0.165945662089001,NA,0.925313641,NA,0,0,0
"111",1962,"CAF",-0.114045844168352,-0.000631392539205844,0,-0.0177784882429742,0,-0.0226916442837299,NA,-0.259245039332652,NA,-0.025499147154342,0,-0.0189228978699725,0,-0.0189228978699725,0,71.99320406,62.2516546,4.953553798,NA,0.00341090188922512,NA,2.745455713,NA,0,0,2
"112",1962,"CAN",-0.0285432507475892,0,0,-0.0190332864763384,0,-0.0228137262540157,NA,-0.293702358212316,NA,-0.018706114859799,0,-0.0159583104210396,0,-0.0159583104210396,0,2240.433039,35.90078147,3.163291684,NA,0,NA,2.037902692,NA,0,0,8
"113",1962,"CHE",-0.00412515136837006,-0.00522516119855738,0,-0.0189930821532612,0,-0.0199008087439997,NA,-0.261465253749079,NA,-0.0198297349938673,0,-0.0198375366630931,0,-0.0198375366630931,0,1971.316323,NA,NA,NA,0,NA,137.4796094,NA,0,0,5
"114",1962,"CHL",-0.0495096813103098,-0.0446478682376617,0,-0.0187905199960904,0,-0.018797997262304,NA,-0.201843183568816,NA,-0.00542469695237154,0,-0.0176506742028548,0,-0.0176506742028548,0,554.4846173,26.92919556,5.245271884,NA,0.0268627609544917,NA,11.18113948,NA,0,0,5
"115",1962,"CIV",-0.00329439310302053,-0.0328884822522614,0,-0.0213483723619323,0,-0.0270766415146866,NA,-0.280551811632061,NA,-0.0239988537813023,0,-0.0181007743841971,0,-0.0181007743841971,0,160.6527183,63.39605592,9.932555156,NA,0.00545090765275874,NA,12.10168553,NA,0,0,2
"116",1962,"CMR",-8.41325929665152e-05,-0.0134074807229882,0,-0.00925157974550434,0,-0.0301710152535495,NA,-0.276182350271236,NA,-0.0197866357691064,0,-0.0204390453568688,0,-0.0204390453568688,0,125.5255869,NA,1.183680811,NA,0.0109072366111545,NA,11.00115293,NA,0,0,2
