"","year","country","pa_b","spatial_lag","time_spatial_lag","rel_lag","time_rel_lag","trade_lag","time_trade_lag","trade_lag_20","time_trade_lag_20","lang_lag","time_lang_lag","env_igo_lag","time_env_igo_lag","env_igo_lag_20","time_env_igo_lag_20","gdppc","tradeo","gdpg","fdiprop","odaprop","nrr","popd","fhipr","region","b_prop","US","env_igo_nb"
"814",1963,"SHN",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Western Africa",0.432900432900433,1,NA
"815",1963,"SLB",1,NA,NA,NA,NA,NA,NA,NA,NA,0.578947368421053,0.578947368421053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.010861022,NA,"Melanesia",0.432900432900433,1,0
"816",1963,"SLE",1,1,1,0.571428571428571,NA,0.789411340566174,NA,0.78971750083041,NA,0.578947368421053,0.578947368421053,0.641304347826087,0.666666666666666,0.641304347826087,0.666666666666666,143.8245693,NA,4.540967064,NA,0.0221754343844793,NA,33.01349404,NA,"Western Africa",0.432900432900433,1,1
"817",1963,"SLV",0,1,1,0.689655172413793,0.764705882352941,0.84925217503759,NA,0.840838690876388,NA,0.333333333333333,0.333333333333333,0.642857142857143,0.666666666666666,0.642857142857143,0.666666666666666,NA,NA,NA,NA,NA,NA,140.9026859,NA,"Central America",0.432900432900433,1,2
"818",1963,"SMR",0,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,270.7,NA,"Southern Europe",0.432900432900433,1,0
"819",1963,"SOM",0,0.666666666666667,0.5,0.708333333333333,0.761904761904762,NA,0.818925056242812,NA,3.67288900044641,0.5625,0.55,0.75,0.666666666666667,0.75,0.666666666666667,67.33164933,40.30810883,7.076655434,NA,0.116787576042584,NA,4.8184828,NA,"Eastern Africa",0.432900432900433,1,1
"820",1963,"SPM",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Northern America",0.432900432900433,1,NA
"821",1963,"SRB",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.56071347,NA,"Southern Europe",0.432900432900433,1,NA
"822",1963,"SSD",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Northern Africa",0.432900432900433,1,0
"823",1963,"STP",0,NA,NA,NA,NA,NA,NA,NA,NA,0.833333333333333,0.833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.41666667,NA,"Middle Africa",0.432900432900433,1,0
"824",1963,"SUR",1,NA,NA,NA,NA,NA,0.874770150848657,NA,5.73977635229396,0.666666666666667,0.666666666666667,NA,NA,NA,NA,402.8915228,NA,3.900000001,NA,0.077141627533362,NA,1.848019231,NA,"South America",0.432900432900433,1,0
"825",1963,"SVK",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,88.11201663,NA,"Eastern Europe",0.432900432900433,1,0
"826",1963,"SVN",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.62507448,NA,"Southern Europe",0.432900432900433,1,0
"827",1963,"SWE",1,0.4,0.4,0.706896551724138,0.764705882352941,0.863167905835646,0.873396261126026,0.887727243829425,10.0264909300157,1,1,0.637065637065637,0.642857142857142,0.637065637065637,0.642857142857142,2468.694589,39.60847666,4.259047228,NA,0,NA,18.56334651,NA,"Northern Europe",0.432900432900433,1,8
"828",1963,"SWZ",1,NA,NA,NA,NA,NA,NA,NA,NA,0.596491228070176,0.596491228070176,NA,NA,NA,NA,127.1971126,93.58129837,NA,NA,0.147843117894963,NA,20.99244186,NA,"Southern Africa",0.432900432900433,1,0
"829",1963,"SXM",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,93.26470588,NA,"Caribbean",0.432900432900433,1,NA
"830",1963,"SYC",0,NA,NA,NA,NA,NA,NA,NA,NA,0.619047619047619,0.619047619047619,NA,NA,NA,NA,287.0447884,NA,8.408581272,NA,0.0387596092119272,NA,95.74347826,NA,"Eastern Africa",0.432900432900433,1,0
"831",1963,"SYR",0,0.285714285714286,0.571428571428571,0.708333333333333,0.761904761904762,NA,NA,NA,NA,0.478260869565217,0.434782608695652,0.545454545454546,0.545454545454546,0.545454545454546,0.545454545454546,226.8778376,42.49716343,24.52129717,NA,0.0224930370789952,NA,26.63507999,NA,"Western Asia",0.432900432900433,1,1
"832",1963,"TCA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.929473684,NA,"Caribbean",0.432900432900433,1,NA
"833",1963,"TCD",1,0.666666666666667,0.666666666666667,0.708333333333333,0.761904761904762,0.889965251839099,0.846760679514461,0.886280123465366,3.73715611820604,0.612244897959184,0.591836734693878,0.640522875816993,0.655172413793104,0.640522875816993,0.655172413793104,113.5985461,33.65933722,5.360116109,NA,0.0154347000773627,NA,2.498604762,NA,"Middle Africa",0.432900432900433,1,2
"834",1963,"TGO",1,0.75,0.75,0.714285714285714,0.625,0.909609779377525,0.844851540105645,0.909609779377525,5.38594935561294,0.666666666666666,0.666666666666666,0.630434782608696,0.654761904761905,0.630434782608696,0.654761904761905,77.47496201,65.46756204,3.773652832,NA,0.0342565627040988,NA,31.38152234,NA,"Western Africa",0.432900432900433,1,1
"835",1963,"THA",1,0.833333333333333,0.5,1,0.666666666666667,0.81803418624343,0.863824030876201,0.843301035540904,7.66478960447477,NA,NA,0.674897119341564,0.682203389830508,0.674897119341564,0.682203389830508,117.1621135,33.33618024,7.554254448,NA,0.0114508908860798,NA,55.28034215,NA,"South-Eastern Asia",0.432900432900433,1,5
"836",1963,"TJK",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.34167619,NA,"Central Asia",0.432900432900433,1,0
"837",1963,"TKL",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Polynesia",0.432900432900433,1,NA
"838",1963,"TKM",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65345477,NA,"Central Asia",0.432900432900433,1,0
"839",1963,"TLS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.50329523,NA,"South-Eastern Asia",0.432900432900433,1,0
"840",1963,"TON",0,NA,NA,NA,NA,NA,NA,NA,NA,0.578947368421053,0.578947368421053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.15,NA,"Polynesia",0.432900432900433,1,0
"841",1963,"TTO",1,0,0,0.689655172413793,0.764705882352941,NA,NA,NA,NA,0.596491228070176,0.596491228070176,0.641304347826087,NA,0.641304347826087,NA,702.5591023,NA,2.742463146,NA,0.000888071957558872,NA,171.8360624,NA,"Caribbean",0.432900432900433,1,0
"842",1963,"TUN",1,0.8,0.8,0.708333333333333,0.80952380952381,0.916245689084043,0.851230175108925,0.915470326917729,8.68205023898477,0.591836734693878,0.571428571428572,0.649122807017544,0.659090909090909,0.649122807017544,0.659090909090909,NA,NA,NA,NA,NA,NA,27.56014418,NA,"Northern Africa",0.432900432900433,1,5
"843",1963,"TUV",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182.3666667,NA,"Polynesia",0.432900432900433,1,0
"844",1963,"TWN",0,1,0.5,NA,NA,NA,NA,NA,NA,0.5,0.5,0.653508771929825,0.660633484162896,0.653508771929825,0.660633484162896,NA,NA,NA,NA,0,NA,NA,NA,"Eastern Asia",0.432900432900433,1,4
"845",1963,"TZA",1,0.5,0.4,0.733333333333333,NA,NA,NA,NA,NA,0.578947368421053,0.578947368421053,0.635416666666667,0.655172413793103,0.635416666666667,0.655172413793103,NA,NA,NA,NA,NA,NA,12.01695868,NA,"Eastern Africa",0.432900432900433,1,2
"846",1963,"UGA",1,0.6,0.25,0.689655172413793,NA,NA,NA,NA,NA,0.578947368421053,0.578947368421053,0.635416666666667,0.5,0.635416666666667,0.5,55.64780642,45.55511978,NA,NA,0.0640739298433543,NA,40.38250338,NA,"Eastern Africa",0.432900432900433,1,1
"847",1963,"UKR",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.81730388,NA,"Eastern Europe",0.432900432900433,1,0
"848",1963,"URY",0,0.5,0.5,0.706896551724138,0.784313725490196,NA,NA,NA,NA,0.380952380952381,0.380952380952381,0.653508771929825,0.660633484162896,0.653508771929825,0.660633484162896,659.6116969,25.77319588,-1.57454885,NA,0.0020818659463256,NA,14.81225574,NA,"South America",0.432900432900433,1,4
"849",1963,"USA",1,0.5,0.5,0.706896551724138,0.784313725490196,0.832138941334778,0.837818620871726,0.834084790595577,7.15851700496571,0.596491228070176,0.596491228070176,0.638888888888889,0.645933014354067,0.638888888888889,0.645933014354067,3243.843078,NA,6.1,NA,0,NA,20.36672286,NA,"Northern America",0.432900432900433,1,9
"850",1963,"UZB",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.24640809,NA,"Central Asia",0.432900432900433,1,0
"851",1963,"VAT",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Southern Europe",0.432900432900433,1,0
"852",1963,"VCT",0,NA,NA,NA,NA,NA,NA,NA,NA,0.596491228070176,0.596491228070176,NA,NA,NA,NA,166.6021926,NA,3.694261801,NA,NA,NA,223.5461538,NA,"Caribbean",0.432900432900433,1,0
"853",1963,"VEN",1,0.75,0.75,0.689655172413793,0.784313725490196,0.822997199983407,0.887071664264103,0.806163987904514,11.5933737833569,0.380952380952381,0.380952380952381,0.653508771929825,0.660633484162896,0.653508771929825,0.660633484162896,1022.034029,49.57933954,8.532933763,NA,0.0089348690279799,NA,9.924700414,NA,"South America",0.432900432900433,1,4
"854",1963,"VGB",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,52.68,NA,"Caribbean",0.432900432900433,1,NA
"855",1963,"VNM",1,1,1,0.666666666666667,1,0.87054661107948,NA,0.817934696563705,NA,NA,NA,0.672131147540984,0.672131147540984,0.672131147540984,0.672131147540984,NA,NA,NA,NA,NA,NA,106.0981566,NA,"South-Eastern Asia",0.432900432900433,1,1
"856",1963,"VUT",0,NA,NA,NA,NA,NA,NA,NA,NA,0.619047619047619,0.619047619047619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.610418376,NA,"Melanesia",0.432900432900433,1,0
"857",1963,"WLF",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Polynesia",0.432900432900433,1,NA
"858",1963,"WSM",1,NA,NA,NA,NA,0.819978901124563,0.831638967103977,0.821206354246064,2.00161303669065,0.578947368421053,0.578947368421053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.46042403,NA,"Polynesia",0.432900432900433,1,0
"859",1963,"YEM",0,NA,NA,NA,NA,NA,NA,NA,NA,0.434782608695652,0.434782608695652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.89718355,NA,"Western Asia",0.432900432900433,1,0
"860",1963,"ZAF",1,NA,NA,0.689655172413793,0.764705882352941,NA,NA,NA,NA,0.596491228070176,0.596491228070176,0.63768115942029,0.645,0.63768115942029,0.645,560.6993947,43.35235378,6.17793085,NA,NA,NA,14.4285527,NA,"Southern Africa",0.432900432900433,1,5
"861",1963,"ZMB",1,NA,NA,0.689655172413793,NA,NA,NA,NA,NA,0.596491228070176,0.596491228070176,NA,NA,NA,NA,208.5626846,NA,-2.490839475,NA,0.00848309991767208,NA,4.470637216,NA,"Eastern Africa",0.432900432900433,1,20
"862",1963,"ZWE",1,NA,NA,0.733333333333333,NA,NA,NA,NA,NA,0.578947368421053,0.578947368421053,NA,NA,NA,NA,275.9661394,NA,1.434470888,NA,NA,NA,10.46860023,NA,"Eastern Africa",0.432900432900433,1,20
"863",1964,"ABW",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319.3055556,NA,"Caribbean",0.437229437229437,1,NA
"864",1964,"AFG",0,0.25,0.75,0.75,0.708333333333333,0.909854333489013,0.853009319485224,0.908849973395613,0.862326771140128,1,1,NA,NA,NA,NA,82.02173758,26.03551143,NA,NA,0.0488209982816218,NA,14.04023887,NA,"Southern Asia",0.437229437229437,1,2
"865",1964,"AGO",1,NA,NA,NA,NA,NA,NA,NA,NA,0.833333333333333,0.833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.49171974,NA,"Middle Africa",0.437229437229437,1,0
"866",1964,"AIA",0,NA,NA,NA,NA,NA,NA,NA,NA,0.614035087719299,0.596491228070176,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Caribbean",0.437229437229437,1,NA
"867",1964,"ALB",0,0.666666666666667,0.5,0.791666666666666,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.32923358,NA,"Southern Europe",0.437229437229437,1,2
"868",1964,"AND",0,NA,NA,NA,NA,NA,NA,NA,NA,0.380952380952381,0.380952380952381,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,25.1893617,NA,"Southern Europe",0.437229437229437,1,0
"869",1964,"ARE",0,NA,NA,NA,NA,NA,NA,NA,NA,0.478260869565217,0.478260869565217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.210729372,NA,"Western Asia",0.437229437229437,1,0
"870",1964,"ARG",1,1,1,0.689655172413793,0.689655172413793,0.915913606572025,0.876938091407069,0.915913606572025,0.884424575650579,0.380952380952381,0.380952380952381,0.689516129032258,0.668032786885246,0.705069124423963,0.668032786885246,855.2756565,15.78090624,-5.308196825,NA,0.00152527431143156,NA,7.806516997,NA,"South America",0.437229437229437,1,5
"871",1964,"ARM",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.97759045,NA,"Western Asia",0.437229437229437,1,0
"872",1964,"ASM",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,109.745,NA,"Polynesia",0.437229437229437,1,NA
"873",1964,"ATG",0,NA,NA,NA,NA,NA,NA,NA,NA,0.596491228070176,0.578947368421053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.3136364,NA,"Caribbean",0.437229437229437,1,0
"874",1964,"AUS",1,1,1,0.689655172413793,0.689655172413793,0.839780176305215,0.818841990839795,0.843651695133042,0.79527686349,0.614035087719299,0.596491228070176,0.673003802281369,0.648648648648648,0.686440677966101,0.648648648648648,1967.014259,26.79388519,6.216107341,NA,0,NA,1.425354386,NA,"Australia and New Zealand",0.437229437229437,1,6
"875",1964,"AUT",1,0.666666666666667,0.666666666666667,0.689655172413793,0.689655172413793,0.886443461857202,0.858237036914995,0.886599506930637,0.863455497353675,0.75,0.75,0.622406639004149,0.607594936708861,0.626794258373206,0.607594936708861,1167.000532,NA,4.138267582,NA,0,NA,86.95844644,NA,"Western Europe",0.437229437229437,1,6
"876",1964,"AZE",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.5946261,NA,"Western Asia",0.437229437229437,1,0
"877",1964,"BDI",1,0.333333333333333,0.333333333333333,0.689655172413793,0.689655172413793,NA,NA,NA,NA,0.666666666666666,0.666666666666666,0.648936170212766,0.630434782608696,0.648936170212766,0.630434782608696,78.94826929,21.80451147,4.135407422,NA,0.0264661649835976,NA,114.8026869,NA,"Eastern Africa",0.437229437229437,1,1
"878",1964,"BEL",1,0.8,0.6,0.706896551724138,0.706896551724138,0.914804418471637,0.872398595431632,0.914804418471637,0.881651132634315,0.648648648648648,0.648648648648648,0.621513944223107,0.607287449392713,0.622727272727273,0.607287449392713,1535.023729,NA,4.351584282,NA,0,NA,283.0521024,NA,"Western Europe",0.437229437229437,1,7
"879",1964,"BEN",1,0.4,0.6,0.571428571428571,0.571428571428571,0.947610237852049,0.936733691090931,0.946299978877718,0.94648052554539,0.666666666666666,0.666666666666666,0.659574468085106,0.641304347826087,0.659574468085106,0.641304347826087,96.25464503,15.44725902,4.730027971,NA,0.0167764333175907,NA,23.39554807,NA,"Western Africa",0.437229437229437,1,1
"880",1964,"BES",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Caribbean",0.437229437229437,1,NA
"881",1964,"BFA",1,0.5,0.5,0.571428571428571,0.571428571428571,0.931510164853864,0.896957216520207,0.927868990967126,0.898068651152728,0.666666666666666,0.666666666666666,0.668789808917197,0.641304347826087,0.668789808917197,0.641304347826087,78.82907043,21.24850128,-1.268016373,NA,0.0105065315323508,NA,18.26999635,NA,"Western Africa",0.437229437229437,1,1
"882",1964,"BGD",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.55220619,21.63976306,-0.45589429,NA,NA,NA,423.2474072,NA,"Southern Asia",0.437229437229437,1,0
"883",1964,"BGR",1,0.75,0.5,0.689655172413793,0.689655172413793,NA,NA,NA,NA,NA,NA,0.638888888888889,0.625,0.640845070422535,0.625,NA,NA,NA,NA,0,NA,73.01947935,NA,"Eastern Europe",0.437229437229437,1,3
"884",1964,"BHR",0,NA,NA,NA,NA,NA,NA,NA,NA,0.434782608695652,0.434782608695652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260.7115942,NA,"Western Asia",0.437229437229437,1,0
"885",1964,"BHS",0,NA,NA,NA,NA,NA,NA,NA,NA,0.596491228070176,0.578947368421053,NA,NA,NA,NA,1792.422274,NA,10.5240552,NA,8.41237094612988e-05,NA,13.25064935,NA,"Caribbean",0.437229437229437,1,0
"886",1964,"BIH",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.35414063,NA,"Southern Europe",0.437229437229437,1,0
"887",1964,"BLR",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5774659,NA,"Eastern Europe",0.437229437229437,1,0
"888",1964,"BLZ",1,NA,NA,NA,NA,NA,NA,NA,NA,0.551282051282051,0.538461538461539,NA,NA,NA,NA,341.3789425,NA,4.956434195,NA,0.120298415388272,NA,4.334151688,NA,"Central America",0.437229437229437,1,0
"889",1964,"BMU",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020.265247,NA,1.07,NA,NA,NA,883.3333333,NA,"Northern America",0.437229437229437,1,NA
"890",1964,"BOL",1,0.8,0.8,0.689655172413793,0.689655172413793,0.870591209037264,0.814367527356156,0.870591209037264,0.830120649904526,0.380952380952381,0.380952380952381,0.648936170212766,0.630434782608696,0.648936170212766,0.630434782608696,121.3479157,43.32287308,6.797625777,NA,0.100458222045121,NA,3.642323456,NA,"South America",0.437229437229437,1,1
"891",1964,"BRA",1,0.714285714285714,0.714285714285714,0.689655172413793,0.689655172413793,0.910995318209082,0.873500828371688,0.910995318209082,0.885236762457649,0.833333333333333,0.833333333333333,0.669354838709677,0.647540983606558,0.682027649769585,0.647540983606558,291.4040061,17.93998442,0.6,NA,0.0079535505341522,NA,9.561404212,NA,"South America",0.437229437229437,1,5
"892",1964,"BRB",1,NA,NA,NA,NA,NA,NA,NA,NA,0.596491228070176,0.578947368421053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548.5465116,NA,"Caribbean",0.437229437229437,1,0
"893",1964,"BRN",1,NA,NA,NA,NA,0.989901475220382,0.825569200381158,0.989901475220382,0.825569200381158,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.6483871,NA,"South-Eastern Asia",0.437229437229437,1,0
"894",1964,"BTN",0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.142392398,NA,"Southern Asia",0.437229437229437,1,0
"895",1964,"BWA",1,NA,NA,NA,NA,NA,NA,NA,NA,0.596491228070176,0.578947368421053,NA,NA,NA,NA,69.37760671,76.3398002,5.921045097,NA,0.139927511882453,NA,0.968787606,NA,"Southern Africa",0.437229437229437,1,0
"896",1964,"CAF",1,0.6,0.6,0.733333333333333,0.733333333333333,0.934487768122669,0.921522822267856,0.934487768122669,0.919158980892263,0.696969696969697,0.696969696969697,0.656050955414013,0.640522875816993,0.661016949152542,0.640522875816993,72.83981428,63.72239745,-0.707010752,NA,0.0153038632293633,NA,2.851157341,NA,"Middle Africa",0.437229437229437,1,2
"897",1964,"CAN",1,0,0,0.706896551724138,0.706896551724138,0.875138164457648,0.839219825184547,0.875109358389783,0.843983556410045,0.630952380952381,0.619047619047619,0.67175572519084,0.643410852713179,0.683982683982684,0.643410852713179,2374.498448,35.41836266,5.349546457,NA,0,NA,2.115198219,NA,"Northern America",0.437229437229437,1,8
"898",1964,"CHE",1,0.666666666666667,0.666666666666667,0.689655172413793,0.689655172413793,0.903767393182557,0.877263176756391,0.903818124059993,0.886887067398625,0.648648648648648,0.648648648648648,0.647540983606557,0.633333333333333,0.655660377358491,0.633333333333333,2294.182847,NA,NA,NA,0,NA,144.0560362,NA,"Western Europe",0.437229437229437,1,7
"899",1964,"CHL",1,0.666666666666667,0.666666666666667,0.689655172413793,0.689655172413793,0.877451935414937,0.852533476129153,0.877531675464469,0.867616753837189,0.333333333333333,0.333333333333333,0.675213675213675,0.656521739130434,0.686274509803921,0.656521739130434,654.8271223,27.0672236,5.84014014,NA,0.0233319734041967,NA,11.6417397,NA,"South America",0.437229437229437,1,5
"900",1964,"CHN",0,0.5,0.714285714285714,0.8,0.8,NA,NA,NA,NA,0.5,0.5,0.679487179487179,0.657894736842105,0.679487179487179,0.657894736842105,74.31364345,6.865336858,10.3,NA,NA,NA,72.39859094,NA,"Eastern Asia",0.437229437229437,1,2
"901",1964,"CIV",1,0.8,0.8,0.571428571428571,0.571428571428571,0.92792508684532,0.923432310364955,0.926187152656003,0.922023568909488,0.666666666666666,0.666666666666666,0.674074074074075,0.654135338345865,0.674074074074075,0.654135338345865,183.1001207,57.45531759,14.49035587,NA,0.0113659197111885,NA,13.07060692,NA,"Western Africa",0.437229437229437,1,2
"902",1964,"CMR",1,0.666666666666667,1,0.714285714285714,0.714285714285714,0.910154161164785,0.911123160837374,0.908885992914228,0.909744527396122,0.642857142857143,0.630952380952381,0.656249999999999,0.640522875816993,0.663934426229509,0.640522875816993,132.3480876,NA,3.742550321,NA,0.0123900085319189,NA,11.48169279,NA,"Middle Africa",0.437229437229437,1,2
"903",1964,"COD",1,0.5,0.714285714285714,0.689655172413793,0.689655172413793,NA,NA,NA,NA,0.666666666666666,0.666666666666666,0.656050955414013,0.640522875816993,0.661016949152542,0.640522875816993,376.146484,NA,5.213990134,NA,0.0179457052488122,NA,7.286118524,NA,"Middle Africa",0.437229437229437,1,2
"904",1964,"COG",1,1,0.5,0.706896551724138,0.706896551724138,0.938485872028451,0.893231860404363,0.937620474149909,0.893278827896686,0.666666666666666,0.666666666666666,0.674074074074075,0.654135338345865,0.674074074074075,0.654135338345865,150.7381681,94.32042104,-4.029300398,NA,0.0328043171727818,NA,3.345827233,NA,"Middle Africa",0.437229437229437,1,2
"905",1964,"COK",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Polynesia",0.437229437229437,1,NA
"906",1964,"COL",1,0.5,0.5,0.689655172413793,0.689655172413793,0.89999032908335,0.84778126043334,0.900074752921794,0.856674037106493,0.333333333333333,0.333333333333333,0.656050955414013,0.640522875816993,0.661016949152542,0.640522875816993,280.9934943,24.33324947,3.286707554,NA,0.0147017262566977,NA,15.51235331,NA,"South America",0.437229437229437,1,2
"907",1964,"COM",0,NA,NA,NA,NA,NA,NA,NA,NA,0.591836734693878,0.591836734693878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.9865664,NA,"Eastern Africa",0.437229437229437,1,0
"908",1964,"CPV",0,NA,NA,NA,NA,NA,NA,NA,NA,0.833333333333333,0.833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.77766749,NA,"Western Africa",0.437229437229437,1,0
"909",1964,"CRI",1,1,1,0.689655172413793,0.689655172413793,NA,NA,NA,NA,0.380952380952381,0.380952380952381,0.663461538461538,0.647058823529412,0.663461538461538,0.647058823529412,341.5761929,49.21566897,6.898923442,NA,0.0158428712716403,NA,29.35070505,NA,"Central America",0.437229437229437,1,3
"910",1964,"CUB",0,0.166666666666667,0.166666666666667,0.733333333333333,0.733333333333333,NA,NA,NA,NA,0.380952380952381,0.380952380952381,0.674556213017751,0.652694610778443,0.674556213017751,0.652694610778443,NA,NA,NA,NA,NA,NA,72.03307263,NA,"Caribbean",0.437229437229437,1,3
"911",1964,"CUW",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,294.7297297,NA,"Caribbean",0.437229437229437,1,NA
"912",1964,"CYM",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,37.4375,NA,"Caribbean",0.437229437229437,1,NA
"913",1964,"CYP",0,0.666666666666667,0.166666666666667,0.689655172413793,0.689655172413793,NA,NA,NA,NA,0,0,0.65625,0.641711229946525,0.660130718954248,0.641711229946525,NA,NA,NA,NA,NA,NA,65.7004329,NA,"Western Asia",0.437229437229437,1,4
"914",1964,"CZE",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,125.1544584,NA,"Eastern Europe",0.437229437229437,1,0
"915",1964,"DEU",1,NA,NA,NA,NA,0.889948727864532,0.855660250536228,0.889970166481124,0.849681890074689,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,214.0015267,NA,"Western Europe",0.437229437229437,1,0
"916",1964,"DJI",0,NA,NA,NA,NA,NA,NA,NA,NA,0.612244897959184,0.612244897959184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.21354616,NA,"Eastern Africa",0.437229437229437,1,0
"917",1964,"DMA",1,NA,NA,NA,NA,NA,NA,NA,NA,0.630952380952381,0.619047619047619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.708,NA,"Caribbean",0.437229437229437,1,0
"918",1964,"DNK",0,0.625,0.75,0.689655172413793,0.689655172413793,0.875815475391187,0.854589976638967,0.875979726376417,0.860304941407028,NA,NA,0.662420382165605,0.645161290322581,0.672535211267605,0.645161290322581,NA,NA,0.637021234,NA,0,NA,117.112075,NA,"Northern Europe",0.437229437229437,1,10
"919",1964,"DOM",0,0.2,0.2,0.689655172413793,0.689655172413793,NA,NA,NA,NA,0.333333333333333,0.333333333333333,0.733333333333333,0.706666666666666,0.733333333333333,0.706666666666666,258.7602227,46.70493694,6.502902634,NA,0.0504039149770318,NA,75.25973918,NA,"Caribbean",0.437229437229437,1,2
