"","year","country","pa_b","spatial_lag","time_spatial_lag","rel_lag","time_rel_lag","trade_lag","time_trade_lag","trade_lag_20","time_trade_lag_20","lang_lag","time_lang_lag","env_igo_lag","time_env_igo_lag","env_igo_lag_20","time_env_igo_lag_20","gdppc","tradeo","gdpg","fdiprop","odaprop","nrr","popd","fhipr","region","b_prop","US","env_igo_nb","riskset","log_gdppc","log_tradeo","log_b_prop","log_popd"
"367",1961,"SYC",0,NA,NA,NA,NA,NA,NA,NA,NA,0.595238095238095,NA,NA,NA,NA,NA,288.057842,NA,NA,NA,0.0915750020133388,NA,NA,NA,"Eastern Africa",NA,NA,0,1,5.66316130024802,NA,NA,NA
"368",1961,"SYR",0,0.571428571428571,NA,0.761904761904762,NA,NA,NA,NA,NA,0.434782608695652,NA,0.6,NA,0.6,NA,186.0242872,49.15659306,NA,NA,0.0214409522706089,NA,NA,NA,"Western Asia",NA,NA,0,1,5.22587724153294,3.89501097920432,NA,NA
"369",1961,"TCA",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caribbean",NA,NA,NA,1,NA,NA,NA,NA
"370",1961,"TCD",1,0.5,NA,0.761904761904762,NA,NA,NA,NA,NA,0.571428571428572,NA,0.627737226277372,NA,0.627737226277372,NA,103.537482,30.42721431,NA,NA,9.56685318333734e-05,NA,NA,NA,"Middle Africa",NA,NA,1,1,4.63993369207431,3.41533741551865,NA,NA
"371",1961,"TGO",1,0.5,NA,0.5,NA,NA,NA,NA,NA,0.636363636363636,NA,0.615384615384615,NA,0.615384615384615,NA,73.35018389,62.68016004,NA,NA,0.00090812968938412,NA,NA,NA,"Western Africa",NA,NA,1,1,4.29524501160698,4.1380449707711,NA,NA
"372",1961,"THA",1,0.833333333333333,NA,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,0.654867256637169,NA,0.654867256637169,NA,103.8008292,33.55985836,NA,NA,0.0158580236780164,NA,NA,NA,"South-Eastern Asia",NA,NA,5,1,4.64247395913919,3.5133306610895,NA,NA
"373",1961,"TJK",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Central Asia",NA,NA,0,1,NA,NA,NA,NA
"374",1961,"TKL",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Polynesia",NA,NA,NA,1,NA,NA,NA,NA
"375",1961,"TKM",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Central Asia",NA,NA,0,1,NA,NA,NA,NA
"376",1961,"TLS",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South-Eastern Asia",NA,NA,0,1,NA,NA,NA,NA
"377",1961,"TON",0,NA,NA,NA,NA,NA,NA,NA,NA,0.56140350877193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polynesia",NA,NA,0,1,NA,NA,NA,NA
"378",1961,"TTO",1,NA,NA,0.725490196078432,NA,NA,NA,NA,NA,0.578947368421053,NA,NA,NA,NA,NA,632.3852272,NA,NA,NA,NA,NA,NA,NA,"Caribbean",NA,NA,0,1,6.44949874516367,NA,NA,NA
"379",1961,"TUN",1,0.5,NA,0.80952380952381,NA,NA,NA,NA,NA,0.551020408163266,NA,0.633333333333333,NA,0.633333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Northern Africa",NA,NA,5,1,NA,NA,NA,NA
"380",1961,"TUV",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polynesia",NA,NA,0,1,NA,NA,NA,NA
"381",1961,"TWN",0,0,NA,NA,NA,NA,NA,NA,NA,0.5,NA,0.630331753554502,NA,0.630331753554502,NA,NA,NA,NA,NA,0,NA,NA,NA,"Eastern Asia",NA,NA,4,1,NA,NA,NA,NA
"382",1961,"TZA",1,0.5,NA,NA,NA,NA,NA,NA,NA,0.56140350877193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastern Africa",NA,NA,0,1,NA,NA,NA,NA
"383",1961,"UGA",1,NA,NA,NA,NA,NA,NA,NA,NA,0.56140350877193,NA,NA,NA,NA,NA,55.52933712,49.14583075,NA,NA,0.0486987990696942,NA,NA,NA,"Eastern Africa",NA,NA,0,1,4.01691147785109,3.89479201593514,NA,NA
"384",1961,"UKR",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastern Europe",NA,NA,0,1,NA,NA,NA,NA
"385",1961,"URY",0,0,NA,0.745098039215687,NA,NA,NA,NA,NA,0.380952380952381,NA,0.630331753554502,NA,0.630331753554502,NA,491.213493,32.4137931,NA,NA,0.0152862949897934,NA,NA,NA,"South America",NA,NA,4,1,6.19687884591819,3.47858404517119,NA,NA
"386",1961,"USA",1,0.25,NA,0.745098039215687,NA,NA,NA,NA,NA,0.578947368421053,NA,0.615,NA,0.615,NA,3007.123445,NA,NA,NA,0,NA,NA,NA,"Northern America",NA,NA,9,1,8.00873923468996,NA,NA,NA
"387",1961,"UZB",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Central Asia",NA,NA,0,1,NA,NA,NA,NA
"388",1961,"VAT",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Southern Europe",NA,NA,0,1,NA,NA,NA,NA
"389",1961,"VCT",0,NA,NA,NA,NA,NA,NA,NA,NA,0.578947368421053,NA,NA,NA,NA,NA,155.2935879,NA,NA,NA,NA,NA,NA,NA,"Caribbean",NA,NA,0,1,5.04531744082833,NA,NA,NA
"390",1961,"VEN",1,0.333333333333333,NA,0.745098039215687,NA,NA,NA,NA,NA,0.380952380952381,NA,0.640449438202248,NA,0.640449438202248,NA,953.6779442,48.58205757,NA,NA,0.000102839781827777,NA,NA,NA,"South America",NA,NA,3,1,6.86032602975773,3.88325427693812,NA,NA
"391",1961,"VGB",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Caribbean",NA,NA,NA,1,NA,NA,NA,NA
"392",1961,"VNM",0,0.5,NA,1,NA,NA,NA,NA,NA,NA,NA,0.661016949152542,NA,0.661016949152542,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South-Eastern Asia",NA,NA,1,1,NA,NA,NA,NA
"393",1961,"VUT",0,NA,NA,NA,NA,NA,NA,NA,NA,0.595238095238095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Melanesia",NA,NA,0,1,NA,NA,NA,NA
"394",1961,"WLF",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Polynesia",NA,NA,NA,1,NA,NA,NA,NA
"395",1961,"WSM",1,NA,NA,NA,NA,NA,NA,NA,NA,0.56140350877193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polynesia",NA,NA,0,1,NA,NA,NA,NA
"396",1961,"YEM",0,NA,NA,NA,NA,NA,NA,NA,NA,0.434782608695652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Western Asia",NA,NA,0,1,NA,NA,NA,NA
"397",1961,"ZAF",1,NA,NA,0.725490196078432,NA,NA,NA,NA,NA,0.578947368421053,NA,0.622340425531915,NA,0.622340425531915,NA,529.561923,46.85549688,NA,NA,NA,NA,NA,NA,"Southern Africa",NA,NA,6,1,6.27205010437943,3.84706833115087,NA,NA
"398",1961,"ZMB",1,NA,NA,NA,NA,NA,NA,NA,NA,0.578947368421053,NA,NA,NA,NA,NA,228.5673985,NA,NA,NA,0.00129032260406732,NA,NA,NA,"Eastern Africa",NA,NA,19,1,5.43183112745462,NA,NA,NA
"399",1961,"ZWE",1,NA,NA,NA,NA,NA,NA,NA,NA,0.56140350877193,NA,NA,NA,NA,NA,276.6433633,NA,NA,NA,NA,NA,NA,NA,"Eastern Africa",NA,NA,19,1,5.62272917953892,NA,NA,NA
"400",1962,"ABW",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310.0611111,NA,"Caribbean",0.411255411255411,1,NA,1,NA,NA,-0.888540818921253,5.73676941063176
"401",1962,"AFG",0,1,0.25,0.761904761904762,0.761904761904762,0.892005889951684,NA,1.96815615008341,NA,1,1,NA,NA,NA,NA,62.44370346,12.55060956,NA,NA,0.0631639635050398,NA,13.47705564,NA,"Southern Asia",0.411255411255411,1,2,1,4.13426540618813,2.52976923491621,-0.888540818921253,2.60098865729375
"402",1962,"AIA",0,NA,NA,NA,NA,NA,NA,NA,NA,0.596491228070176,0.578947368421053,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Caribbean",0.411255411255411,1,NA,1,NA,NA,-0.888540818921253,NA
"403",1962,"ALB",0,0.5,0.5,0.761904761904762,0.761904761904762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.57664234,NA,"Southern Europe",0.411255411255411,1,2,1,NA,NA,-0.888540818921253,4.10390937884021
"404",1962,"AND",0,NA,NA,NA,NA,NA,NA,NA,NA,0.380952380952381,0.380952380952381,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,21.73617021,NA,"Southern Europe",0.411255411255411,1,0,1,NA,NA,-0.888540818921253,3.07897770288102
"405",1962,"ARE",0,NA,NA,NA,NA,NA,NA,NA,NA,0.434782608695652,0.434782608695652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.985130949,NA,"Western Asia",0.411255411255411,1,0,1,NA,NA,-0.888540818921253,0.685684881232799
"406",1962,"ARM",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.24938532,NA,"Western Asia",0.411255411255411,1,0,1,NA,NA,-0.888540818921253,4.23771426878257
"407",1962,"ASM",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,103.13,NA,"Polynesia",0.411255411255411,1,NA,1,NA,NA,-0.888540818921253,4.63599032832798
"408",1962,"ATG",0,NA,NA,NA,NA,NA,NA,NA,NA,0.578947368421053,0.56140350877193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.8295455,NA,"Caribbean",0.411255411255411,1,0,1,NA,NA,-0.888540818921253,4.85069770067021
"409",1962,"AZE",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.61686915,NA,"Western Asia",0.411255411255411,1,0,1,NA,NA,-0.888540818921253,3.88397057253239
"410",1962,"BES",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Caribbean",0.411255411255411,1,NA,1,NA,NA,-0.888540818921253,NA
"411",1962,"BGD",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.85510925,22.48235237,6.058160825,NA,NA,NA,398.577007,NA,"Southern Asia",0.411255411255411,1,0,1,4.53104031320994,3.11273066234441,-0.888540818921253,5.9879007217195
"412",1962,"BHR",0,NA,NA,NA,NA,NA,NA,NA,NA,0.391304347826087,0.391304347826087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241.9855072,NA,"Western Asia",0.411255411255411,1,0,1,NA,NA,-0.888540818921253,5.48887783676005
"413",1962,"BHS",0,NA,NA,NA,NA,NA,NA,NA,NA,0.578947368421053,0.56140350877193,NA,NA,NA,NA,1581.30398,NA,10.66709743,NA,NA,NA,12.00959041,NA,"Caribbean",0.411255411255411,1,0,1,7.36600508944256,NA,-0.888540818921253,2.4857055314304
"414",1962,"BIH",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.94791016,NA,"Southern Europe",0.411255411255411,1,0,1,NA,NA,-0.888540818921253,4.17358556646346
"415",1962,"BLR",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.75936293,NA,"Eastern Europe",0.411255411255411,1,0,1,NA,NA,-0.888540818921253,3.70768557844828
"416",1962,"BMU",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1961.538169,NA,4.679999999,NA,NA,NA,842.5925926,NA,"Northern America",0.411255411255411,1,NA,1,7.58148422454771,NA,-0.888540818921253,6.73648355838356
"417",1962,"BRB",1,NA,NA,NA,NA,NA,NA,NA,NA,0.578947368421053,0.56140350877193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,543.4837209,NA,"Caribbean",0.411255411255411,1,0,1,NA,NA,-0.888540818921253,6.29799975376678
"418",1962,"BTN",0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8599405,NA,"Southern Asia",0.411255411255411,1,0,1,NA,NA,-0.888540818921253,1.5810261950391
"419",1962,"CHN",0,0.5,0.357142857142857,0.333333333333333,0.333333333333333,NA,NA,NA,NA,0.5,0.5,0.657894736842105,0.648648648648648,0.657894736842105,0.648648648648648,75.80583793,7.360220725,-27.27,NA,NA,NA,70.06376861,NA,"Eastern Asia",0.411255411255411,1,2,1,4.3281753072288,1.99608992210088,-0.888540818921253,4.24940580750164
"420",1962,"COM",0,NA,NA,NA,NA,0.92167103866448,NA,4.20766430585312,NA,0.571428571428572,0.551020408163266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.7259538,NA,"Eastern Africa",0.411255411255411,1,0,1,NA,NA,-0.888540818921253,4.67026436959168
"421",1962,"CPV",0,NA,NA,NA,NA,NA,NA,NA,NA,0.833333333333333,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.29727047,NA,"Western Africa",0.411255411255411,1,0,1,NA,NA,-0.888540818921253,3.9758851191663
"422",1962,"CUB",0,0.166666666666667,0,0.25,0.25,NA,NA,NA,NA,0.380952380952381,0.380952380952381,0.6625,0.625,0.6625,0.625,NA,NA,NA,NA,NA,NA,69.07372439,NA,"Caribbean",0.411255411255411,1,3,1,NA,NA,-0.888540818921253,4.23517440361037
"423",1962,"CUW",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,284.0653153,NA,"Caribbean",0.411255411255411,1,NA,1,NA,NA,-0.888540818921253,5.64920419516977
"424",1962,"CYM",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,35.94166667,NA,"Caribbean",0.411255411255411,1,NA,1,NA,NA,-0.888540818921253,3.58189725395854
"425",1962,"CYP",0,0.5,0.857142857142857,0.784313725490196,0.745098039215687,NA,NA,NA,NA,0,0,0.642105263157895,0.637362637362637,0.642105263157895,0.637362637362637,NA,NA,NA,NA,NA,NA,64.36915584,NA,"Western Asia",0.411255411255411,1,3,1,NA,NA,-0.888540818921253,4.16463457179491
"426",1962,"CZE",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,124.0669212,NA,"Eastern Europe",0.411255411255411,1,0,1,NA,NA,-0.888540818921253,4.82082110712311
"427",1962,"DJI",0,NA,NA,NA,NA,0.742145178965449,NA,2.57866312470348,NA,0.591836734693878,0.571428571428572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.851164797,NA,"Eastern Africa",0.411255411255411,1,0,1,NA,NA,-0.888540818921253,1.34837564721761
"428",1962,"DNK",0,0.75,0.625,0.764705882352941,0.725490196078432,0.86303116181679,NA,11.1569516551031,NA,NA,NA,0.65016501650165,0.627586206896552,0.65016501650165,0.627586206896552,NA,NA,6.378832476,NA,0,NA,115.292175,NA,"Northern Europe",0.411255411255411,1,10,1,NA,NA,-0.888540818921253,4.7474695585366
"429",1962,"DOM",0,0.2,0.5,0.764705882352941,0.725490196078432,NA,NA,NA,NA,0.333333333333333,0.333333333333333,0.697368421052631,0.662162162162162,0.697368421052631,0.662162162162162,191.9074408,39.59637988,-2.31324875,NA,0.000229322672581357,NA,70.5529911,NA,"Caribbean",0.411255411255411,1,2,1,5.25701317662359,3.67873769690991,-0.888540818921253,4.25636407428174
"430",1962,"DZA",0,1,NA,NA,NA,NA,NA,NA,NA,0.571428571428572,0.551020408163266,0.619047619047619,NA,0.619047619047619,NA,209.9154769,113.7483279,-13.60544132,NA,0.179859977872758,NA,4.869804429,NA,"Northern Africa",0.411255411255411,1,0,1,5.34670495874386,4.7339883579428,-0.888540818921253,1.58305377797191
"431",1962,"ECU",0,1,0.5,0.764705882352941,0.725490196078432,0.908266634043391,NA,4.30559080552354,NA,0.380952380952381,0.380952380952381,0.656488549618321,0.616,0.656488549618321,0.616,369.1145602,19.10915839,5.124414879,NA,0.00671094886195189,NA,17.16336873,NA,"South America",0.411255411255411,1,4,1,5.91110705710402,2.95016771698934,-0.888540818921253,2.84277738773002
"432",1962,"EGY",0,0.5,0.533333333333333,0.761904761904762,0.761904761904762,NA,NA,NA,NA,0.434782608695652,0.434782608695652,0.676724137931034,0.65158371040724,0.676724137931034,0.65158371040724,NA,37.3881932,5.161114143,NA,NA,NA,27.87469687,NA,"Northern Africa",0.411255411255411,1,5,1,NA,3.62135496474039,-0.888540818921253,3.32771935510232
"433",1962,"ERI",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eastern Africa",0.411255411255411,1,0,1,NA,NA,-0.888540818921253,NA
"434",1962,"ESH",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Northern Africa",0.411255411255411,1,NA,1,NA,NA,-0.888540818921253,NA
"435",1962,"EST",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,28.90014154,NA,"Northern Europe",0.411255411255411,1,0,1,NA,NA,-0.888540818921253,3.36384649268425
"436",1962,"FLK",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"South America",0.411255411255411,1,NA,1,NA,NA,-0.888540818921253,NA
"437",1962,"FRO",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,24.76504298,NA,"Northern Europe",0.411255411255411,1,NA,1,NA,NA,-0.888540818921253,3.20943310155253
"438",1962,"FSM",0,NA,NA,NA,NA,NA,NA,NA,NA,0.578947368421053,0.56140350877193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.66142857,NA,"Micronesia",0.411255411255411,1,0,1,NA,NA,-0.888540818921253,4.15357886222421
"439",1962,"GAB",1,0.666666666666667,0.333333333333333,0.764705882352941,0.725490196078432,0.832471180617608,NA,5.92956971922052,NA,0.666666666666666,0.636363636363636,0.655172413793104,0.627737226277372,0.655172413793104,0.627737226277372,322.7971257,62.87450501,14.76684319,NA,0.00334053322074225,NA,2.015481042,NA,"Middle Africa",0.411255411255411,1,2,1,5.77702403208106,4.14114075578454,-0.888540818921253,0.700857897428142
"440",1962,"GEO",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.79582911,NA,"Western Asia",0.411255411255411,1,0,1,NA,NA,-0.888540818921253,4.17124123570026
"441",1962,"GIB",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2190.7,NA,"Southern Europe",0.411255411255411,1,NA,1,NA,NA,-0.888540818921253,7.69197640644145
"442",1962,"GLP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Caribbean",0.411255411255411,1,NA,1,NA,NA,-0.888540818921253,NA
"443",1962,"GMB",0,NA,NA,NA,NA,NA,NA,NA,NA,0.578947368421053,0.56140350877193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.59298419,NA,"Western Africa",0.411255411255411,1,0,1,NA,NA,-0.888540818921253,3.70359524847352
"444",1962,"GNB",0,NA,NA,NA,NA,NA,NA,NA,NA,0.833333333333333,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7363798,NA,"Western Africa",0.411255411255411,1,0,1,NA,NA,-0.888540818921253,3.03188963597435
"445",1962,"GNQ",0,NA,NA,NA,NA,NA,NA,NA,NA,0.574074074074074,0.555555555555555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.706381462,NA,"Middle Africa",0.411255411255411,1,0,1,NA,NA,-0.888540818921253,2.2727835518798
"446",1962,"GRL",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.098624524,NA,"Northern America",0.411255411255411,1,NA,1,NA,NA,-0.888540818921253,-2.31643532619023
"447",1962,"GUF",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"South America",0.411255411255411,1,NA,1,NA,NA,-0.888540818921253,NA
"448",1962,"GUM",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,136.8018519,NA,"Micronesia",0.411255411255411,1,NA,1,NA,NA,-0.888540818921253,4.91853354237752
"449",1962,"HKG",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436.7544115,173.6820926,NA,NA,0.00370027302327795,NA,3105.980392,NA,"Eastern Asia",0.411255411255411,1,NA,1,6.07937104970729,5.15722657409257,-0.888540818921253,8.04108469074601
"450",1962,"HRV",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.53571812,NA,"Southern Europe",0.411255411255411,1,0,1,NA,NA,-0.888540818921253,4.31127844834426
"451",1962,"HTI",0,0.25,0.333333333333333,0.25,0.25,NA,NA,NA,NA,0.666666666666666,0.636363636363636,0.654761904761905,0.615384615384615,0.654761904761905,0.615384615384615,68.19383668,NA,-2.931980291,NA,0.0524226573602001,NA,144.2283745,NA,"Caribbean",0.411255411255411,1,1,1,4.22235418950469,NA,-0.888540818921253,4.97139797733847
"452",1962,"IND",0,0.75,0.625,1,1,0.902163482153739,NA,10.5383011398776,NA,0.586206896551724,0.568965517241379,0.662857142857143,0.62874251497006,0.662857142857143,0.62874251497006,85.96970419,10.26116259,3.722742533,NA,0.0157163330437786,NA,153.4889718,NA,"Southern Asia",0.411255411255411,1,4,1,4.45399495732897,2.3283661461887,-0.888540818921253,5.03362871949514
"453",1962,"IRL",0,1,0.5,0.784313725490196,0.745098039215687,NA,NA,NA,NA,0.596491228070176,0.578947368421053,0.639175257731959,0.619565217391305,0.639175257731959,0.619565217391305,739.2764064,NA,NA,NA,0,NA,40.99869357,NA,"Northern Europe",0.411255411255411,1,5,1,6.60567187862219,NA,-0.888540818921253,3.71354020205029
"454",1962,"IRQ",0,0.333333333333333,0.571428571428571,0.761904761904762,0.761904761904762,NA,NA,NA,NA,0.391304347826087,0.391304347826087,0.655172413793104,0.627737226277372,0.655172413793104,0.627737226277372,252.2755151,NA,NA,NA,0.000371239762007276,NA,16.60085054,NA,"Western Asia",0.411255411255411,1,2,1,5.53052180416795,NA,-0.888540818921253,2.80945393139931
"455",1962,"ISR",0,0.428571428571429,0.571428571428571,0.25,0.25,0.897372152645227,NA,9.9365835416263,NA,0.596491228070176,0.578947368421053,0.659090909090909,0.63,0.659090909090909,0.63,1436.384439,NA,11.20388562,NA,0.0342042372152302,NA,100.9704251,NA,"Western Asia",0.411255411255411,1,4,1,7.26988442895991,NA,-0.888540818921253,4.6148276531688
"456",1962,"JOR",0,0.2,0.666666666666667,0.761904761904762,0.761904761904762,NA,NA,NA,NA,0.434782608695652,0.434782608695652,0.655172413793104,0.627737226277372,0.655172413793104,0.627737226277372,NA,NA,NA,NA,NA,NA,10.10707162,NA,"Western Asia",0.411255411255411,1,2,1,NA,NA,-0.888540818921253,2.31323533924532
"457",1962,"KAZ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.570508575,NA,"Central Asia",0.411255411255411,1,0,1,NA,NA,-0.888540818921253,1.27270804362857
"458",1962,"KGZ",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.76173097,NA,"Central Asia",0.411255411255411,1,0,1,NA,NA,-0.888540818921253,2.46485112296543
"459",1962,"KHM",0,1,1,0.666666666666667,0.666666666666667,0.880949589544111,NA,5.22072706375052,NA,NA,NA,0.657894736842106,0.648648648648648,0.657894736842106,0.648648648648648,113.4856841,31.55555598,NA,NA,0.0391533339789522,NA,32.0907206,NA,"South-Eastern Asia",0.411255411255411,1,2,1,4.73167669768871,3.45174967427569,-0.888540818921253,3.46856691046329
"460",1962,"KIR",0,NA,NA,NA,NA,NA,NA,NA,NA,0.596491228070176,0.578947368421053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.59876543,NA,"Micronesia",0.411255411255411,1,0,1,NA,NA,-0.888540818921253,4.08763485959502
"461",1962,"KNA",0,NA,NA,NA,NA,NA,NA,NA,NA,0.578947368421053,0.56140350877193,NA,NA,NA,NA,221.9359131,NA,NA,NA,NA,NA,160.7057143,NA,"Caribbean",0.411255411255411,1,0,1,5.40238866046654,NA,-0.888540818921253,5.07957483091649
"462",1962,"KOR",1,0.75,0,0.625,0.5,0.861019261843927,NA,3.86757152889487,NA,1,1,NA,NA,NA,NA,93.83175915,17.99801127,6.935992652,NA,0.0947825744826029,NA,267.112513,NA,"Eastern Asia",0.411255411255411,1,0,1,4.54150338239436,2.89026126679225,-0.888540818921253,5.58766996664121
"463",1962,"KWT",0,0.333333333333333,0,0.761904761904762,0.761904761904762,NA,NA,NA,NA,0.434782608695652,0.434782608695652,0.654761904761905,NA,0.654761904761905,NA,NA,NA,NA,NA,NA,NA,19.06268238,NA,"Western Asia",0.411255411255411,1,0,1,NA,NA,-0.888540818921253,2.94773262179727
"464",1962,"LBN",0,0.6,0.833333333333333,0.764705882352941,0.725490196078432,NA,NA,NA,NA,0.571428571428572,0.551020408163266,0.67005076142132,0.643617021276596,0.67005076142132,0.643617021276596,NA,NA,NA,NA,NA,NA,181.1627566,NA,"Western Asia",0.411255411255411,1,4,1,NA,NA,-0.888540818921253,5.19939583495555
"465",1962,"LBR",0,0.666666666666667,1,0.625,0.5,NA,NA,NA,NA,0.578947368421053,0.56140350877193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.09515158,NA,"Western Africa",0.411255411255411,1,0,1,NA,NA,-0.888540818921253,2.49280467643489
